loan_id,product_code,status,control_ids,matching_hypotheses,implied_rate_offset_pct,interest_misstatement_inr,penal_misstatement_inr,closing_balance_diff_inr,exception_periods,first_exception_period,last_exception_period
LN0022272,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,91.38,0.0,91.38,18,2024-01,2025-06
LN0022285,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,332.35,-500.0,-167.65,9,2024-10,2025-06
LN0022336,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,16496.9,0.0,16496.9,21,2023-10,2025-06
LN0022421,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,14162.08,0.0,14162.08,35,2022-08,2025-06
LN0022466,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-144.66,0.0,-144.66,13,2022-07,2023-07
LN0022490,MSME-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,6729.82,-2000.0,4729.82,6,2025-01,2025-06
LN0022516,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,27742.85,-750.0,26992.85,11,2024-08,2025-06
LN0022568,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,85.77,0.0,85.77,28,2022-08,2025-06
LN0022570,HL-MCLR,Attributed,C-08,C-08 accrual after closure,,20988.47,0.0,20988.47,1,2024-06,2024-06
LN0022589,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-84.81,0.0,-84.81,16,2022-08,2023-11
LN0022597,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,27064.92,0.0,27064.92,34,2022-09,2025-06
LN0022624,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,861.63,-500.0,361.63,10,2024-09,2025-06
LN0022742,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-392.44,0.0,-392.44,35,2022-08,2025-06
LN0022759,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,11085.03,0.0,11085.03,20,2023-11,2025-06
LN0022846,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-2237.53,0.0,-2237.53,32,2022-11,2025-06
LN0022850,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-9166.36,0.0,-9166.36,32,2022-11,2025-06
LN0022892,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,26508.34,0.0,26508.34,20,2023-11,2025-06
LN0022909,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,342.48,0.0,342.48,18,2024-01,2025-06
LN0022932,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-5045.02,0.0,-5045.02,32,2022-11,2025-06
LN0022939,HL-MCLR,Attributed,C-01,C-01 wrong spread (implied),0.25,16598.66,0.0,16598.66,22,2022-08,2024-05
LN0023016,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,9345.7,0.0,9345.7,18,2023-11,2025-04
LN0023061,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,1755.3,0.0,1755.3,18,2024-01,2025-06
LN0023096,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,24.43,0.0,24.43,1,2024-01,2024-01
LN0023121,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,18815.03,0.0,18815.03,20,2023-11,2025-06
LN0023133,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,677.8,0.0,677.8,11,2024-01,2024-11
LN0023174,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-90.6,0.0,-90.6,35,2022-08,2025-06
LN0023182,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,3324.25,-750.0,2574.25,9,2024-10,2025-06
LN0023451,PL-FIX,Attributed,C-08,C-08 accrual after closure,,160.31,0.0,160.31,1,2024-01,2024-01
LN0023472,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,15502.72,0.0,15502.72,20,2023-11,2025-06
LN0023490,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-45.92,0.0,-45.92,35,2022-08,2025-06
LN0023522,MSME-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,4121.12,-1000.0,3121.12,12,2024-07,2025-06
LN0023578,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,19.5,0.0,19.5,5,2022-08,2022-12
LN0023602,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,27600.31,0.0,27600.31,20,2023-11,2025-06
LN0023619,MSME-FLT,Attributed,C-05,C-05 penal charge capitalised,,8.79,0.0,8.79,2,2025-02,2025-03
LN0023635,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,116.81,0.0,116.81,9,2022-09,2023-05
LN0023667,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,793.36,0.0,793.36,18,2024-01,2025-06
LN0023677,PL-FIX,Attributed,C-08,C-08 accrual after closure,,1073.55,0.0,1073.55,1,2023-10,2023-10
LN0023709,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,1713.06,0.0,1713.06,18,2024-01,2025-06
LN0023727,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-93.49,0.0,-93.49,7,2022-09,2023-03
LN0023751,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,960.5,0.0,960.5,15,2024-01,2025-03
LN0023800,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.1,3516.51,0.0,3516.51,15,2022-09,2023-11
LN0023822,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.5,376.82,0.0,376.82,13,2022-09,2023-09
LN0023900,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,279.66,0.0,279.66,18,2024-01,2025-06
LN0023904,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,0.14,0.0,0.14,34,2022-09,2025-06
LN0023951,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,692.78,0.0,692.78,34,2022-09,2025-06
LN0023980,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,105.83,0.0,105.83,6,2024-01,2024-06
LN0024167,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,708.27,0.0,708.27,18,2024-01,2025-06
LN0024184,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,16437.42,0.0,16437.42,19,2023-12,2025-06
LN0024200,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,16573.75,0.0,16573.75,33,2022-10,2025-06
LN0024202,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-6825.26,0.0,-6825.26,31,2022-12,2025-06
LN0024215,HL-FLT,Attributed,C-08,C-08 accrual after closure,,4534.33,0.0,4534.33,1,2024-11,2024-11
LN0024225,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-5258.82,0.0,-5258.82,31,2022-12,2025-06
LN0024273,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,100.92,0.0,100.92,12,2022-09,2023-08
LN0024275,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.25,3559.04,0.0,3559.04,34,2022-09,2025-06
LN0024302,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.25,8195.22,0.0,8195.22,34,2022-09,2025-06
LN0024337,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-275.2,0.0,-275.2,24,2022-09,2025-05
LN0024367,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-1850.98,0.0,-1850.98,31,2022-12,2025-06
LN0024376,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-2426.41,0.0,-2426.41,21,2022-09,2024-05
LN0024419,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,16455.77,0.0,16455.77,33,2022-10,2025-06
LN0024466,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,14381.96,0.0,14381.96,19,2023-12,2025-06
LN0024522,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.5,800.6,0.0,800.6,7,2022-09,2023-03
LN0024561,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-7944.97,0.0,-7944.97,31,2022-12,2025-06
LN0024708,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,36811.49,0.0,36811.49,34,2022-09,2025-06
LN0024714,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,9775.18,0.0,9775.18,19,2023-12,2025-06
LN0024723,MSME-FLT,Attributed,C-02+C-04,C-02 reset one cycle late + C-04 moratorium interest compounded,,-5073.97,0.0,-5073.97,33,2022-10,2025-06
LN0024726,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,527.84,0.0,527.84,18,2024-01,2025-06
LN0024782,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,16862.76,0.0,16862.76,19,2023-12,2025-06
LN0024835,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,137.53,0.0,137.53,4,2024-01,2024-04
LN0024836,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,24936.88,0.0,24936.88,34,2022-09,2025-06
LN0024846,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-85.39,0.0,-85.39,25,2022-09,2024-09
LN0024927,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,30022.34,0.0,30022.34,21,2023-10,2025-06
LN0024963,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-39.76,0.0,-39.76,29,2022-10,2025-06
LN0025019,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-1.43,0.0,-1.43,13,2022-10,2023-10
LN0025133,PL-FIX,Attributed,C-08,C-08 accrual after closure,,3950.63,0.0,3950.63,1,2023-03,2023-03
LN0025150,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-40.19,0.0,-40.19,30,2023-01,2025-06
LN0025192,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,359.25,0.0,359.25,18,2024-01,2025-06
LN0025216,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-821.5,0.0,-821.5,30,2023-01,2025-06
LN0025283,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-18.49,0.0,-18.49,24,2022-10,2024-10
LN0025299,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-187.7,0.0,-187.7,28,2022-10,2025-01
LN0025314,HL-FLT,Attributed,C-05,C-05 penal charge capitalised,,11.16,0.0,11.16,3,2025-04,2025-06
LN0025327,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,217.76,0.0,217.76,18,2024-01,2025-06
LN0025345,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-38.24,0.0,-38.24,7,2022-10,2023-04
LN0025363,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,8245.07,0.0,8245.07,32,2022-11,2025-06
LN0025414,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-657.66,0.0,-657.66,33,2022-10,2025-06
LN0025543,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-1094.56,0.0,-1094.56,30,2023-01,2025-06
LN0025770,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,7606.8,-750.0,6856.8,7,2024-12,2025-06
LN0025825,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-1521.2,0.0,-1521.2,33,2022-10,2025-06
LN0025841,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,8730.81,0.0,8730.81,21,2023-10,2025-06
LN0025843,HL-FLT,Attributed,C-08,C-08 accrual after closure,,5725.26,0.0,5725.26,1,2024-03,2024-03
LN0025846,HL-FLT,Attributed,C-08,C-08 accrual after closure,,4016.01,0.0,4016.01,1,2023-06,2023-06
LN0025888,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,20397.34,0.0,20397.34,21,2023-10,2025-06
LN0025912,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,2690.83,0.0,2690.83,32,2022-11,2025-06
LN0026018,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,20540.38,0.0,20540.38,21,2023-10,2025-06
LN0026027,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-224.32,0.0,-224.32,33,2022-10,2025-06
LN0026045,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,25996.69,0.0,25996.69,32,2022-11,2025-06
LN0026106,PL-FIX,Attributed,C-03+C-08,C-03 30E/360 day-count + C-08 accrual after closure,,2987.61,0.0,2987.61,20,2022-11,2024-06
LN0026110,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,5.41,0.0,5.41,2,2025-02,2025-03
LN0026119,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,25885.58,0.0,25885.58,20,2023-11,2025-06
LN0026128,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,25075.39,0.0,25075.39,20,2023-11,2025-06
LN0026150,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,5.42,0.0,5.42,2,2022-11,2022-12
LN0026158,GL-FIX,Attributed,C-08,C-08 accrual after closure,,1124.91,0.0,1124.91,1,2023-05,2023-05
LN0026252,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-900.65,0.0,-900.65,29,2023-02,2025-06
LN0026292,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-1453.02,0.0,-1453.02,29,2023-02,2025-06
LN0026399,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,193.72,0.0,193.72,18,2024-01,2025-06
LN0026433,MSME-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,1502.62,-1000.0,502.62,3,2025-04,2025-06
LN0026445,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.25,473.19,0.0,473.19,13,2022-11,2023-11
LN0026460,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,61899.54,0.0,61899.54,32,2022-11,2025-06
LN0026478,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,34.75,-500.0,-465.25,2,2024-10,2024-11
LN0026538,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,23.54,0.0,23.54,32,2022-11,2025-06
LN0026643,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.1,2181.13,0.0,2181.13,31,2022-11,2025-05
LN0026695,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-23.14,0.0,-23.14,23,2022-11,2024-09
LN0026754,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,6372.96,-750.0,5622.96,6,2025-01,2025-06
LN0026794,MSME-FLT,Attributed,C-05,C-05 penal charge capitalised,,8.92,0.0,8.92,2,2025-05,2025-06
LN0026828,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,11730.33,0.0,11730.33,31,2022-12,2025-06
LN0026843,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.5,717.62,0.0,717.62,13,2022-11,2023-11
LN0026865,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,226.31,0.0,226.31,31,2022-12,2025-06
LN0026889,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,7399.15,-750.0,6649.15,10,2024-09,2025-06
LN0026898,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,6707.65,0.0,6707.65,20,2023-11,2025-06
LN0026899,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,332.85,0.0,332.85,29,2023-02,2025-06
LN0026924,GL-FIX,Attributed,C-08,C-08 accrual after closure,,304.53,0.0,304.53,1,2023-02,2023-02
LN0026978,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.25,36803.51,0.0,36803.51,32,2022-11,2025-06
LN0026986,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-31249.41,0.0,-31249.41,20,2023-11,2025-06
LN0027035,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,44.92,0.0,44.92,24,2023-01,2025-06
LN0027042,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,884.92,0.0,884.92,18,2024-01,2025-06
LN0027044,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-679.55,0.0,-679.55,11,2022-11,2023-09
LN0027049,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-21.3,0.0,-21.3,32,2022-11,2025-06
LN0027074,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-2.87,0.0,-2.87,17,2023-02,2025-05
LN0027079,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-659.67,0.0,-659.67,29,2023-02,2025-06
LN0027110,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,11621.37,0.0,11621.37,31,2022-12,2025-06
LN0027170,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-59.32,0.0,-59.32,32,2022-11,2025-06
LN0027194,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-29435.92,0.0,-29435.92,20,2023-11,2025-06
LN0027199,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,6008.21,0.0,6008.21,31,2022-12,2025-06
LN0027230,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,19103.9,0.0,19103.9,20,2023-11,2025-06
LN0027232,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,11127.6,0.0,11127.6,20,2023-11,2025-06
LN0027240,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-36832.27,0.0,-36832.27,20,2023-11,2025-06
LN0027279,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-718.26,0.0,-718.26,28,2023-03,2025-06
LN0027312,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,17796.87,0.0,17796.87,19,2023-12,2025-06
LN0027316,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,20884.61,0.0,20884.61,19,2023-12,2025-06
LN0027348,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,34368.87,0.0,34368.87,31,2022-12,2025-06
LN0027354,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-100.81,0.0,-100.81,5,2024-05,2025-04
LN0027357,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,18125.67,0.0,18125.67,19,2023-12,2025-06
LN0027358,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,6490.04,0.0,6490.04,19,2023-12,2025-06
LN0027415,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-14148.67,0.0,-14148.67,19,2023-12,2025-06
LN0027418,HL-MCLR,Attributed,C-01,C-01 wrong spread (implied),0.1,5843.22,0.0,5843.22,31,2022-12,2025-06
LN0027481,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,36170.54,0.0,36170.54,19,2023-12,2025-06
LN0027483,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,22344.11,0.0,22344.11,19,2023-12,2025-06
LN0027550,PL-FIX,Attributed,C-05,C-05 penal interest +1.0% on rate | C-05 penal interest +2.0% on rate | C-05 penal interest +3.0% on rate,,0.0,-500.0,-500.0,1,2025-06,2025-06
LN0027577,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,1190.5,0.0,1190.5,30,2023-01,2025-06
LN0027589,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-41.82,0.0,-41.82,31,2022-12,2025-06
LN0027614,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,2106.92,0.0,2106.92,18,2024-01,2025-06
LN0027660,HL-MCLR,Attributed,C-08,C-08 accrual after closure,,9385.04,0.0,9385.04,1,2024-01,2024-01
LN0027666,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,412.71,0.0,412.71,18,2024-01,2025-06
LN0027714,GL-FIX,Attributed,C-08,C-08 accrual after closure,,139.62,0.0,139.62,1,2023-06,2023-06
LN0027768,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,10464.82,0.0,10464.82,19,2023-12,2025-06
LN0027936,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-50.14,0.0,-50.14,31,2022-12,2025-06
LN0028005,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,6745.32,0.0,6745.32,30,2023-01,2025-06
LN0028009,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,127.48,-500.0,-372.52,2,2024-11,2024-12
LN0028029,HL-FLT,Attributed,C-08,C-08 accrual after closure,,25216.32,0.0,25216.32,1,2024-11,2024-11
LN0028077,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,2574.38,-750.0,1824.38,3,2025-04,2025-06
LN0028082,HL-MCLR,Attributed,C-08,C-08 accrual after closure,,6666.26,0.0,6666.26,1,2023-07,2023-07
LN0028089,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-16217.99,0.0,-16217.99,19,2023-12,2025-06
LN0028097,PL-FIX,Attributed,C-03+C-08,C-03 30E/360 day-count + C-08 accrual after closure,,809.92,0.0,809.92,11,2022-12,2023-10
LN0028120,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,21238.54,0.0,21238.54,19,2023-12,2025-06
LN0028130,HL-MCLR,Attributed,C-05,C-05 penal charge capitalised,,12.15,0.0,12.15,4,2024-12,2025-03
LN0028177,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,-1440.57,0.0,-1440.57,7,2023-03,2023-09
LN0028190,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-112.03,0.0,-112.03,31,2022-12,2025-06
LN0028197,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.5,9439.73,0.0,9439.73,31,2022-12,2025-06
LN0028214,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,7122.48,-750.0,6372.48,2,2025-01,2025-02
LN0028274,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-59.67,0.0,-59.67,31,2022-12,2025-06
LN0028296,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,5067.05,0.0,5067.05,17,2023-03,2025-06
LN0028376,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-55.29,0.0,-55.29,19,2022-12,2025-05
LN0028380,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,7815.9,0.0,7815.9,19,2023-12,2025-06
LN0028382,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,13914.71,0.0,13914.71,31,2022-12,2025-06
LN0028459,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,4560.56,0.0,4560.56,19,2023-12,2025-06
LN0028466,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,19.53,0.0,19.53,25,2023-01,2025-06
LN0028470,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,999.49,0.0,999.49,18,2024-01,2025-06
LN0028475,MSME-FLT,Attributed,C-08,C-08 accrual after closure,,24898.31,0.0,24898.31,1,2023-11,2023-11
LN0028477,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,-1326.15,0.0,-1326.15,28,2023-03,2025-06
LN0028533,HL-FLT,Attributed,C-01+C-06,C-01 wrong spread (implied) + C-06 daily rounding to 0dp,0.25,27546.53,0.0,27546.53,30,2023-01,2025-06
LN0028581,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,93085.08,0.0,93085.08,29,2023-02,2025-06
LN0028657,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,152.14,0.0,152.14,22,2023-01,2025-06
LN0028705,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-2270.11,0.0,-2270.11,30,2023-01,2025-06
LN0028719,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,3428.32,0.0,3428.32,13,2023-04,2025-06
LN0028721,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),-0.25,-30237.86,0.0,-30237.86,30,2023-01,2025-06
LN0028735,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,104.55,0.0,104.55,18,2024-01,2025-06
LN0028848,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,105.11,0.0,105.11,18,2024-01,2025-06
LN0028864,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,21037.05,0.0,21037.05,29,2023-02,2025-06
LN0028886,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,4010.6,0.0,4010.6,29,2023-02,2025-06
LN0028902,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,62.18,0.0,62.18,25,2023-01,2025-01
LN0028926,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,2300.64,0.0,2300.64,18,2024-01,2025-06
LN0028937,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-59.09,0.0,-59.09,13,2023-01,2024-01
LN0028999,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,153259.52,0.0,153259.52,30,2023-01,2025-06
LN0029004,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,2088.64,0.0,2088.64,13,2023-04,2025-06
LN0029007,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,9803.56,0.0,9803.56,29,2023-02,2025-06
LN0029012,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-84.71,0.0,-84.71,22,2023-01,2025-06
LN0029018,MSME-FLT,Attributed,C-08,C-08 accrual after closure,,14033.73,0.0,14033.73,1,2024-04,2024-04
LN0029025,PL-FIX,Attributed,C-08,C-08 accrual after closure,,707.71,0.0,707.71,1,2023-07,2023-07
LN0029073,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,3212.66,0.0,3212.66,13,2023-04,2025-06
LN0029077,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,21746.57,0.0,21746.57,21,2023-10,2025-06
LN0029121,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,1737.53,0.0,1737.53,13,2023-04,2025-06
LN0029179,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,5082.0,0.0,5082.0,29,2023-02,2025-06
LN0029273,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,12649.96,0.0,12649.96,21,2023-10,2025-06
LN0029290,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-5456.77,0.0,-5456.77,18,2024-01,2025-06
LN0029299,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-81.62,0.0,-81.62,29,2023-01,2025-06
LN0029304,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,56.56,0.0,56.56,30,2023-01,2025-06
LN0029313,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,8843.85,0.0,8843.85,21,2023-10,2025-06
LN0029392,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,6.15,0.0,6.15,2,2025-04,2025-05
LN0029429,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,23.89,0.0,23.89,30,2023-01,2025-06
LN0029437,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-32.74,0.0,-32.74,30,2023-01,2025-06
LN0029448,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,44224.03,0.0,44224.03,29,2023-02,2025-06
LN0029471,PL-FIX,Attributed,C-08,C-08 accrual after closure,,687.4,0.0,687.4,1,2023-10,2023-10
LN0029517,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,9575.16,0.0,9575.16,29,2023-02,2025-06
LN0029527,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,6954.03,0.0,6954.03,30,2023-01,2025-06
LN0029611,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,77.36,0.0,77.36,18,2024-01,2025-06
LN0029657,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,333.47,0.0,333.47,18,2024-01,2025-06
LN0029696,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,442.84,0.0,442.84,18,2024-01,2025-06
LN0029703,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,323.22,0.0,323.22,18,2024-01,2025-06
LN0029781,MSME-FLT,Attributed,C-01+C-09,C-01 wrong spread (implied) + C-09 365-day basis in leap year,0.25,6590.4,0.0,6590.4,12,2023-02,2024-01
LN0029786,MSME-FLT,Attributed,C-08,C-08 accrual after closure,,2390.98,0.0,2390.98,1,2024-12,2024-12
